날짜,조식,조식열량,중식,중식열량,석식,석식열량,증특식,증특식열량,열량합계,breakfast_embedding,lunch_embedding,dinner_embedding
2024-02-20,,,석박지,7.2kcal,,,,,3005.49kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[3.93, 0.14, 0.81, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-02-21,꼬꼬떡국,706.53kcal,도토리온묵밥,345.26kcal,밥,250kcal,,,3155.22kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]",,
2024-02-21,미니밥,50kcal,감자채볶음,148.94kcal,쇠고기얼갈이배춧국,49.69kcal,,,3155.22kcal,,"[15.24, 6.03, 1.63, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-02-21,한입떡갈비볶음,267.53kcal,고등어필렛구이,194.77kcal,멸치비엔나볶음,257.96kcal,,,3155.22kcal,"[3.0, 6.0, 5.0, [1, 0, 0, 0, 0]]","[0.35, 12.6, 17.59, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-02-21,에그타르트,57.6kcal,닭매운양념조림,212.65kcal,중화식잡채,166.89kcal,,,3155.22kcal,"[22.0, 4.6, 2.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[70.0, 8.0, 8.0, [1, 0, 0, 0, 0]]"
2024-02-21,배추김치,60kcal,깍두기,15.2kcal,석박지,7.2kcal,,,3155.22kcal,,"[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]","[3.93, 0.14, 0.81, [1, 0, 0, 0, 0]]"
2024-02-21,우유(백색우유(200ML,65kcal,,,연세검은콩두유,300kcal,,,3155.22kcal,"[4.66, 3.35, 3.32, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[8.0, 5.1, 5.0, [1, 0, 0, 0, 0]]"
2024-02-22,밥,250kcal,산채나물비빔밥,415.54kcal,밥,250kcal,,,2776.90kcal,,,
2024-02-22,만둣국,175.17kcal,쇠고기달래된장찌개,117.03kcal,황태채미역국,38.3kcal,,,2776.90kcal,"[29.95, 21.79, 24.12, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[4.0, 0.5, 1.0, [1, 0, 0, 0, 0]]"
2024-02-22,돈육표고장조림,193.05kcal,콘크런치치즈돈까스,646.91kcal,삼겹살두부두루치기,327.57kcal,,,2776.90kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-02-22,무생채,18.8kcal,계란후라이,87.95kcal,조미김,5.2kcal,,,2776.90kcal,"[7.17, 1.14, 1.15, [1, 0, 0, 0, 0]]","[0.43, 6.76, 6.24, [1, 0, 0, 0, 0]]","[1.55, 1.91, 0.68, [1, 0, 0, 0, 0]]"
2024-01-29,오징어젓무침,39.58kcal,오리고추장주물럭,214.87kcal,유자청고구마맛탕,336.32kcal,,,3345.70kcal,"[34.0, 1.7, 9.0, [1, 0, 0, 0, 0]]","[10.0, 5.0, 15.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-01-29,배추김치,60kcal,양배추쌈,47.28kcal,김자반,20kcal,,,3345.70kcal,,"[5.58, 0.12, 1.44, [1, 0, 0, 0, 0]]","[3.93, 4.58, 3.51, [1, 0, 0, 0, 0]]"
2024-01-29,우유듬뿍초코에몽,94kcal,배추김치,60kcal,배추김치,60kcal,,,3345.70kcal,"[17.0, 8.0, 5.0, [1, 0, 0, 0, 0]]",,
2024-01-29,,,쑥오쟁이떡,117kcal,배,26.294695148kcal,,,3345.70kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[15.46, 0.12, 0.38, [1, 0, 0, 0, 0]]"
2024-01-30,조밥,267.85kcal,미니밥,50kcal,밥,250kcal,,,3151.06kcal,,,
2024-01-30,쇠고기무국,82.17kcal,꼬꼬떡국,294.13kcal,등뼈감자탕,571.79kcal,,,3151.06kcal,"[12.07, 8.62, 16.43, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-01-30,비엔나소시지야채볶음,355.07kcal,더덕강정,326kcal,까망베르치즈어묵바,124.9kcal,,,3151.06kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-01-30,전복장조림,120.21kcal,통새우왕만두,220kcal,오이풋고추된장무침,14.39kcal,,,3151.06kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[37.0, 13.0, 12.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-01-30,배추김치,60kcal,연근유자청무침,33.15kcal,깍두기,0kcal,,,3151.06kcal,,"[0, 0, 0, [0, 0, 0, 0, 1]]","[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]"
2024-01-30,백색200ML,65kcal,갓김치,16.4kcal,연세검은콩두유,300kcal,,,3151.06kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[13.83, 1.75, 5.89, [1, 0, 0, 0, 0]]","[8.0, 5.1, 5.0, [1, 0, 0, 0, 0]]"
2024-01-30,,,착즙주스,16.4kcal,,,,,3151.06kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[27.0, 0.0, 1.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-01-30,조밥,267.85kcal,미니밥,50kcal,밥,250kcal,,,3151.06kcal,,,
2024-01-30,쇠고기무국,82.17kcal,꼬꼬떡국,294.13kcal,등뼈감자탕,571.79kcal,,,3151.06kcal,"[12.07, 8.62, 16.43, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-01-30,비엔나소시지야채볶음,355.07kcal,더덕강정,326kcal,까망베르치즈어묵바,124.9kcal,,,3151.06kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-01-30,전복장조림,120.21kcal,통새우왕만두,220kcal,오이풋고추된장무침,14.39kcal,,,3151.06kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[37.0, 13.0, 12.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-01-30,배추김치,60kcal,연근유자청무침,33.15kcal,깍두기,0kcal,,,3151.06kcal,,"[0, 0, 0, [0, 0, 0, 0, 1]]","[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]"
2024-01-30,백색200ML,65kcal,갓김치,16.4kcal,연세검은콩두유,300kcal,,,3151.06kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[13.83, 1.75, 5.89, [1, 0, 0, 0, 0]]","[8.0, 5.1, 5.0, [1, 0, 0, 0, 0]]"
2024-01-30,,,감귤,,,,,,3151.06kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[9.34, 0.22, 0.57, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-01-31,폴드포크덮밥,655.51kcal,잡곡밥,282.83kcal,밥,250kcal,,,3252.70kcal,,,
2024-01-31,유부장국,91.04kcal,돼지고기김치찌개,154.71kcal,아욱된장국,67.71kcal,,,3252.70kcal,"[8.17, 2.48, 5.99, [1, 0, 0, 0, 0]]","[6.38, 8.09, 8.17, [1, 0, 0, 0, 0]]","[4.88, 0.73, 2.68, [1, 0, 0, 0, 0]]"
2024-01-31,감자채볶음,149.14kcal,조미김,5.2kcal,LA식소갈비찜,523.76kcal,,,3252.70kcal,"[15.24, 6.03, 1.63, [1, 0, 0, 0, 0]]","[1.55, 1.91, 0.68, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-01-31,사과타르트,210kcal,닭순살야채조림,245.46kcal,오징어김치전,225kcal,,,3252.70kcal,"[33.0, 6.0, 3.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[37.0, 8.0, 12.0, [1, 0, 0, 0, 0]]"
2024-01-31,배추김치,60kcal,브로콜리&초고추장,65.44kcal,갓김치,16.4kcal,,,3252.70kcal,,"[7.14, 0.41, 2.37, [1, 0, 0, 0, 0]]","[13.83, 1.75, 5.89, [1, 0, 0, 0, 0]]"
2024-01-31,우유듬뿍바나나에몽,82.5kcal,카페라떼,168kcal,,,,,3252.70kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[23.0, 10.8, 6.1, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-01-31,,,깍두기,0kcal,,,,,3252.70kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-01-31,폴드포크덮밥,655.51kcal,잡곡밥,282.83kcal,밥,250kcal,,,3252.70kcal,,,
2024-01-31,유부장국,91.04kcal,돼지고기김치찌개,154.71kcal,아욱된장국,67.71kcal,,,3252.70kcal,"[8.17, 2.48, 5.99, [1, 0, 0, 0, 0]]","[6.38, 8.09, 8.17, [1, 0, 0, 0, 0]]","[4.88, 0.73, 2.68, [1, 0, 0, 0, 0]]"
2024-01-31,감자채볶음,149.14kcal,조미김,5.2kcal,LA식소갈비찜,523.76kcal,,,3252.70kcal,"[15.24, 6.03, 1.63, [1, 0, 0, 0, 0]]","[1.55, 1.91, 0.68, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-01-31,사과타르트,210kcal,닭순살야채조림,245.46kcal,오징어김치전,225kcal,,,3252.70kcal,"[33.0, 6.0, 3.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[37.0, 8.0, 12.0, [1, 0, 0, 0, 0]]"
2024-01-31,배추김치,60kcal,브로콜리&초고추장,65.44kcal,갓김치,16.4kcal,,,3252.70kcal,,"[7.14, 0.41, 2.37, [1, 0, 0, 0, 0]]","[13.83, 1.75, 5.89, [1, 0, 0, 0, 0]]"
2024-01-31,우유듬뿍바나나에몽,200mL(02),카페라떼,168kcal,,,,,3252.70kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[23.0, 10.8, 6.1, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-01-31,,,깍두기,0kcal,,,,,3252.70kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-02-01,모닝빵&딸기잼,134.48kcal,밥,250kcal,카레밥,408.4kcal,,,3204.49kcal,"[17.42, 1.43, 3.28, [1, 0, 0, 0, 0]]",,
2024-02-01,오므라이스,101.83kcal,강된장찌개,118.94kcal,옛날반마리통닭,740.83kcal,,,3204.49kcal,"[46.8, 14.75, 14.77, [1, 0, 0, 0, 0]]","[16.77, 5.6, 15.01, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-02-01,할라피뇨소시지구이,217.86kcal,볶음김치,128.69kcal,치킨무,5kcal,,,3204.49kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]",,"[19.59, 0.25, 2.48, [1, 0, 0, 0, 0]]"
2024-02-01,포테이토크림스프,360kcal,삼겹살구이,370.07kcal,배추김치,60kcal,,,3204.49kcal,"[13.0, 2.4, 1.0, [1, 0, 0, 0, 0]]","[0.62, 29.82, 18.21, [1, 0, 0, 0, 0]]",
2024-02-01,깍두기,15.2kcal,콩나물무침,44.37kcal,파인애플에이드,49kcal,,,3204.49kcal,"[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]","[5.99, 1.13, 2.31, [1, 0, 0, 0, 0]]","[24.0, 0.0, 0.0, [1, 0, 0, 0, 0]]"
2024-02-01,우유(백색우유(200ML,122kcal,모듬쌈,56.47kcal,,,,,3204.49kcal,"[4.66, 3.35, 3.32, [1, 0, 0, 0, 0]]","[2.32, 0.11, 0.55, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-02-01,,,한라봉,78.351kcal,,,,,3204.49kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[30.09, 0.7, 1.83, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-02-02,밥,250kcal,잡곡밥,248.74kcal,순대국밥,734.51kcal,,,3263.18kcal,,,
2024-02-02,몽글순두부,200.47kcal,흑임자옹심이국,276.29kcal,수제오리스테이크,254.06kcal,,,3263.18kcal,"[3.0, 3.0, 6.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[6.0, 18.0, 19.0, [1, 0, 0, 0, 0]]"
2024-02-02,브로콜리돼지목살볶음,221.94kcal,냉이쇠고기볶음,251.55kcal,부추겉절이,16.99kcal,,,3263.18kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[3.91, 6.23, 10.92, [1, 0, 0, 0, 0]]","[5.46, 1.66, 3.02, [1, 0, 0, 0, 0]]"
2024-02-02,무생채,18.8kcal,민물장어순살강정,483.55kcal,오이풋고추&양파,30kcal,,,3263.18kcal,"[7.17, 1.14, 1.15, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[5.52, 0.2, 1.02, [1, 0, 0, 0, 0]]"
2024-02-02,배추김치,60kcal,구운고구마,115.5kcal,깍두기,15.2kcal,,,3263.18kcal,,"[41.0, 0.6, 3.0, [1, 0, 0, 0, 0]]","[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]"
2024-02-02,사과,25.578kcal,배추김치,60kcal,,,,,3263.18kcal,"[13.81, 0.17, 0.26, [1, 0, 0, 0, 0]]",,"[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-02-03,치즈닭갈비구운주먹밥,440kcal,,,밥,250kcal,,,3071.52kcal,,"[0, 0, 0, [0, 0, 0, 0, 1]]",
2024-02-03,참치마요주먹밥,570kcal,,,사골우거지국,241.21kcal,,,3071.52kcal,,"[0, 0, 0, [0, 0, 0, 0, 1]]","[6.0, 7.0, 14.0, [1, 0, 0, 0, 0]]"
2024-02-03,사쪽마늘빵,118.88kcal,,,비빔만두,583.82kcal,,,3071.52kcal,"[6.0, 40.0, 13.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[6.01, 2.52, 2.75, [1, 0, 0, 0, 0]]"
2024-02-03,볼케이노폭찹스테이크,463.62kcal,,,계란장조림,81.99kcal,,,3071.52kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[1.62, 4.63, 9.75, [1, 0, 0, 0, 0]]"
2024-02-03,시리얼,156kcal,,,석박지,7.2kcal,,,3071.52kcal,"[27.4, 1.12, 2.39, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[3.93, 0.14, 0.81, [1, 0, 0, 0, 0]]"
2024-02-03,딸기,28.8kcal,,,과수원오렌지,65kcal,,,3071.52kcal,"[0.92, 0.04, 0.08, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[8.0, 0.0, 0.0, [1, 0, 0, 0, 0]]"
2024-02-03,우유(백색우유(200ML,65kcal,,,,,,,3071.52kcal,"[4.66, 3.35, 3.32, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-02-04,밥,250kcal,밥,250kcal,불닭덮밥,662.05kcal,,,2706.22kcal,,,
2024-02-04,쇠고기얼갈이배춧국,49.69kcal,참치김치찌개,196.17kcal,팽이버섯계란국,70.57kcal,,,2706.22kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[6.11, 4.71, 9.71, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-02-04,감자조림,121.02kcal,돼지된장주물럭,194.51kcal,조미김,5.2kcal,,,2706.22kcal,"[6.66, 1.68, 0.79, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[1.55, 1.91, 0.68, [1, 0, 0, 0, 0]]"
2024-02-04,칼집비엔나&토마토케찹,330.89kcal,애호박나물,39.92kcal,깻잎핫바,73.5kcal,,,2706.22kcal,"[17.6, 24.5, 10.9, [1, 0, 0, 0, 0]]","[8.0, 1.08, 1.16, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-02-04,배추김치,60kcal,깍두기,15.2kcal,배추김치,60kcal,,,2706.22kcal,,"[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]",
2024-02-04,우유듬뿍딸기에몽,82.5kcal,초콜릿,245kcal,수제플레인요거트,,,,2706.22kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[59.4, 29.66, 7.65, [1, 0, 0, 0, 0]]","[5.5, 3.6, 3.5, [1, 0, 0, 0, 0]]"
2024-02-05,밥,250kcal,셀프주먹밥,128.57kcal,밥,250kcal,,,3024.04kcal,,,
2024-02-05,얼큰황태채국,44.09kcal,구운야채,15.22kcal,아욱된장국,63.73kcal,,,3024.04kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[15.39, 0.68, 4.18, [1, 0, 0, 0, 0]]","[4.88, 0.73, 2.68, [1, 0, 0, 0, 0]]"
2024-02-05,버섯불고기찜,205.38kcal,치킨스테이크,427.4kcal,돼지고기고추장볶음,297.46kcal,,,3024.04kcal,"[45.0, 6.0, 9.0, [1, 0, 0, 0, 0]]","[8.0, 7.0, 21.0, [1, 0, 0, 0, 0]]","[39.0, 6.0, 11.0, [1, 0, 0, 0, 0]]"
2024-02-05,오이고추장무침,26.17kcal,브로콜리치즈스프,132kcal,생선까스&타르타르소스,345.78kcal,,,3024.04kcal,"[4.0, 0.0, 1.0, [1, 0, 0, 0, 0]]","[11.0, 9.0, 3.0, [1, 0, 0, 0, 0]]","[14.53, 6.91, 13.06, [1, 0, 0, 0, 0]]"
2024-02-05,배추김치,60kcal,모듬피클,42.4kcal,깍두기,15.2kcal,,,3024.04kcal,,"[0, 0, 0, [0, 0, 0, 0, 1]]","[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]"
2024-02-05,우유(백색우유(200ML,65kcal,또띠아,75.44kcal,워터젤리,334kcal,,,3024.04kcal,"[4.66, 3.35, 3.32, [1, 0, 0, 0, 0]]","[18.8, 4.19, 5.33, [1, 0, 0, 0, 0]]","[24.0, 0.0, 0.0, [1, 0, 0, 0, 0]]"
2024-02-05,,,석박지,7.2kcal,,,,,3024.04kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[3.93, 0.14, 0.81, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-02-05,,,감귤한라봉,239kcal,,,,,3024.04kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[12.0, 0.0, 0.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-02-06,밥,250kcal,잡곡밥,248.74kcal,밥,250kcal,,,3147.29kcal,,,
2024-02-06,양지수육곰탕,351.43kcal,마라탕,169.61kcal,부대찌개,383.98kcal,,,3147.29kcal,"[2.0, 1.1, 17.0, [1, 0, 0, 0, 0]]","[16.1, 8.99, 10.08, [1, 0, 0, 0, 0]]","[41.11, 38.55, 27.7, [1, 0, 0, 0, 0]]"
2024-02-06,오이풋고추된장무침,14.37kcal,통살꿔바로우,599.36kcal,두부김치,212.35kcal,,,3147.29kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[33.18, 17.39, 22.49, [1, 0, 0, 0, 0]]",
2024-02-06,오징어젓무침,35.74kcal,샤오롱바오,204.96kcal,패주해물콩나물찜,84.35kcal,,,3147.29kcal,"[34.0, 1.7, 9.0, [1, 0, 0, 0, 0]]","[37.0, 16.0, 12.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-02-06,배추김치,60kcal,배추김치&단무지,50.4kcal,계란말이,126kcal,,,3147.29kcal,,"[1.58, 0.12, 0.66, [1, 0, 0, 0, 0]]","[2.61, 8.96, 10.18, [1, 0, 0, 0, 0]]"
2024-02-06,유산균 발효 음료,68kcal,,,파김치,38kcal,,,3147.29kcal,"[33.39, 0.0, 0.5, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[3.13, 0.12, 0.76, [1, 0, 0, 0, 0]]"
2024-02-07,밥,250kcal,밥,250kcal,밥,250kcal,,,3715.01kcal,,,
2024-02-07,새우순두부계란탕,87.59kcal,닭볶음탕,229.42kcal,짬뽕찌개,179.88kcal,,,3715.01kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[9.4, 9.5, 25.72, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-02-07,소시지부들어묵볶음,245.91kcal,제육볶음,237.09kcal,청년차돌떡볶이,553.18kcal,,,3715.01kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[10.37, 11.03, 13.21, [1, 0, 0, 0, 0]]","[62.0, 13.0, 16.0, [1, 0, 0, 0, 0]]"
2024-02-07,돼지고기김치찜,247.7kcal,조미김,5.2kcal,한입고추튀김,364.48kcal,,,3715.01kcal,"[13.16, 21.34, 34.87, [1, 0, 0, 0, 0]]","[1.55, 1.91, 0.68, [1, 0, 0, 0, 0]]","[8.6, 3.01, 1.16, [1, 0, 0, 0, 0]]"
2024-02-07,깍두기,15.2kcal,배추겉절이,47.61kcal,오징어튀김,419.5kcal,,,3715.01kcal,"[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]","[4.87, 1.76, 1.99, [1, 0, 0, 0, 0]]","[6.44, 2.12, 5.8, [1, 0, 0, 0, 0]]"
2024-02-07,우유(백색우유(200ML,65kcal,시금치무침,22.25kcal,요거트푸딩,126kcal,,,3715.01kcal,"[4.66, 3.35, 3.32, [1, 0, 0, 0, 0]]","[8.39, 3.14, 3.78, [1, 0, 0, 0, 0]]","[23.0, 1.5, 0.0, [1, 0, 0, 0, 0]]"
2024-02-07,,,,,파김치,38kcal,,,3715.01kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[3.13, 0.12, 0.76, [1, 0, 0, 0, 0]]"
2024-02-07,,,,,해태에이치티비,81kcal,,,3715.01kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-02-08,밥,250kcal,미니밥,50kcal,흑미밥,256.25kcal,,,2778.73kcal,,,
2024-02-08,쇠고기미역국,27.94kcal,카레우동,653.01kcal,감자돈육짜글이,127kcal,,,2778.73kcal,"[16.08, 6.78, 15.06, [1, 0, 0, 0, 0]]","[80.9, 14.2, 32.51, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-02-08,돈육굴소스양배추볶음,195.51kcal,버섯샤브국,13.8kcal,시금치어묵잡채,99.68kcal,,,2778.73kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[66.0, 2.8, 10.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-02-08,사과무생채,19kcal,페스츄리돈까스,411.88kcal,닭매운양념조림,212.65kcal,,,2778.73kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-02-08,배추김치,60kcal,리코타치즈샐러드,51.61kcal,붕어빵,100kcal,,,2778.73kcal,,"[7.11, 8.81, 6.13, [1, 0, 0, 0, 0]]","[19.92, 2.45, 2.14, [1, 0, 0, 0, 0]]"
2024-02-08,우유듬뿍초코에몽,94kcal,배추김치&단무지,50.4kcal,배추김치,60kcal,,,2778.73kcal,"[17.0, 8.0, 5.0, [1, 0, 0, 0, 0]]","[1.58, 0.12, 0.66, [1, 0, 0, 0, 0]]",
2024-02-08,,,과수원사과,46kcal,,,,,2778.73kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[16.0, 0.0, 0.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-02-09,브리오슈버거,333.58kcal,잡곡밥,248.74kcal,밥,250kcal,,,2915.82kcal,"[10.0, 3.9, 7.0, [1, 0, 0, 0, 0]]",,
2024-02-09,모닝빵&딸기잼,134.48kcal,근대콩나물조개국,25.88kcal,중화식계란탕,91.46kcal,,,2915.82kcal,"[17.42, 1.43, 3.28, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-02-09,매콤치킨스테이크,152kcal,오리간장주물럭,316.04kcal,마파두부,337.4kcal,,,2915.82kcal,"[4.0, 6.0, 24.0, [1, 0, 0, 0, 0]]","[5.57, 16.34, 14.7, [1, 0, 0, 0, 0]]","[2.39, 7.87, 8.47, [1, 0, 0, 0, 0]]"
2024-02-09,계란후라이,87.95kcal,조미김,5.2kcal,메추리알소시지조림,266.64kcal,,,2915.82kcal,"[0.43, 6.76, 6.24, [1, 0, 0, 0, 0]]","[1.55, 1.91, 0.68, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-01-23,볼어묵꽈리고추볶음,114.15kcal,바베큐폭립,675kcal,마늘김치두루치기,238.45kcal,,,3702.70kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[17.0, 9.0, 25.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-01-23,사과소스in미트볼,385kcal,브로콜리치즈스프,132kcal,조미김,5.2kcal,,,3702.70kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[11.0, 9.0, 3.0, [1, 0, 0, 0, 0]]","[1.55, 1.91, 0.68, [1, 0, 0, 0, 0]]"
2024-01-23,배추김치,60kcal,모듬피클,42.4kcal,메추리알소시지조림,358.49kcal,,,3702.70kcal,,"[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-01-23,백색200ML,65kcal,파인애플에이드,49kcal,깍두기,0kcal,,,3702.70kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[24.0, 0.0, 0.0, [1, 0, 0, 0, 0]]","[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]"
2024-01-23,밥,250kcal,가리비해물스파게티,925.17kcal,밥,250kcal,,,3702.70kcal,,"[0, 0, 0, [0, 0, 0, 0, 1]]",
2024-01-23,팽이버섯계란국,70.67kcal,브라운브레드,0kcal,쇠고기무국,82.17kcal,,,3702.70kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[32.0, 2.8, 3.6, [1, 0, 0, 0, 0]]","[12.07, 8.62, 16.43, [1, 0, 0, 0, 0]]"
2024-01-23,볼어묵꽈리고추볶음,114.15kcal,바베큐폭립,675kcal,마늘김치두루치기,238.45kcal,,,3702.70kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[17.0, 9.0, 25.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
