날짜,breakfast,breakfast_embedding,lunch,lunch_embedding,dinner,dinner_embedding,breakfast_count,lunch_count,dinner_count,breakfast_cuisine,lunch_cuisine,dinner_cuisine,breakfast_kobert,lunch_kobert,dinner_kobert
2024-04-01(월),감자옹심이국,"48.72, 5.3, 5.23",쇠고기미역국,"16.08, 6.78, 15.06",오징어무국,"3.8, 0.96, 10.35",4,12,11,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]",[8.10514738 0.25949838 0.98102955],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[8.78018821 0.98549772 0.21472693]
2024-04-02(화),콩나물국,"5.87, 1.54, 2.17",된장국,"9.93, 1.85, 5.55",순두부찌개,"5.62, 17.99, 18.25",13,7,12,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]",[ 7.57316899  1.61730711 -0.16444307],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2024-04-04(목),돼지고기콩나물찌개,"17.0, 4.0, 12.0",쇠고기무국,"12.07, 8.62, 16.43",감자계란국,"19.172017857142862, 7.075374999999995, 11.985875000000004",5,10,9,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2024-04-05(금),쇠고기시래기국,"19.016542810985488, 8.021147011308546, 12.768707592891765",들깨무국,"101.0, 15.3, 15.0",닭고기육개장,"6.0, 6.0, 8.0",7,3,14,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2024-04-06(토),핫도그빵&불고기토핑,"24.74, 2.16, 4.75",두부맑은국,"20.828397887323945, 6.627411971830987, 11.344295774647893",버섯매운탕,"78.0, 8.0, 38.0",6,10,11,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[ 7.32307883 -1.70381075  0.02820183],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2024-04-07(일),쇠고기무국,"12.07, 8.62, 16.43",사골우거지국,"6.0, 7.0, 14.0",어묵탕,"13.06, 2.45, 13.11",40,9,6,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[7.84414559e+00 6.65735083e-03 2.79181484e-01],[ 7.96478305  0.73693096 -0.04849238]
2024-04-08(월),감자고추장찌개,"13.53, 2.9, 6.9",콩나물무채국,"5.99, 1.13, 2.31",차돌된장찌개,"14.67, 10.78, 19.1",6,1,4,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617637],[7.87927343 0.15417358 0.76622021],[-3.91011759  0.04894274  0.09252749]
2024-04-09(화),순두부백탕,"6.0, 7.0, 11.0",꽃게된장찌개,"15.2, 5.67, 18.57",두부햄찌개,"2.36, 6.78, 6.98",10,4,11,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[ 7.7424894   0.85624666 -1.02210505],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2024-04-10(수),불고기베이크,"100.0, 10.0, 10.0",미소장국,"7.78, 3.36, 6.02",사골떡굴림만둣국,"19.172017857142862, 7.075374999999995, 11.985875000000004",3,18,1,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]",[ 7.59435839 -3.46107604  0.51240136],[ 7.49009581  2.12522748 -0.67528983],[-3.91011759  0.04894274  0.09252749]
2024-04-11(목),쇠고기우거지국,"19.016542810985488, 8.021147011308546, 12.768707592891765",버섯육개장,"9.0, 2.9, 8.0",맑은된장국,"19.172017857142862, 7.075374999999995, 11.985875000000004",3,1,12,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2024-04-12(금),오색옹심이국,"19.016542810985488, 8.021147011308546, 12.768707592891765",우동국,"12.38, 2.74, 1.62",모듬어묵탕,"19.0, 2.7, 9.0",3,12,8,"[0, 0, 0, 0, 1]","[0, 0, 0, 1, 0]","[0, 0, 0, 0, 1]",[8.1419996  0.20656946 1.03857872],[6.67557289 3.33947781 0.37022269],[ 8.71399252 -1.01365324  0.37664474]
2024-04-13(토),버팔로치킨윙,"9.0, 10.0, 17.0",스팸부대찌개,"19.0, 20.0, 19.0",파송송계란국,"19.172017857142862, 7.075374999999995, 11.985875000000004",6,1,4,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2024-04-14(일),느타리버섯배추국,"19.016542810985488, 8.021147011308546, 12.768707592891765",팽이버섯계란국,"20.828397887323945, 6.627411971830987, 11.344295774647893",된장국,"9.93, 1.85, 5.55",7,13,9,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2024-04-15(월),갈비탕,"11.63, 31.26, 33.29",쑥갓쇠고기버섯전골,"20.828397887323945, 6.627411971830987, 11.344295774647893",차돌순두부찌개,"16.0, 17.0, 17.0",9,2,3,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]",[ 6.4286912  -0.47718828 -1.40227354],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2024-04-16(화),쇠고기호박찌개,"19.016542810985488, 8.021147011308546, 12.768707592891765",감자돈육짜글이,"20.828397887323945, 6.627411971830987, 11.344295774647893",건새우무우국,"19.172017857142862, 7.075374999999995, 11.985875000000004",10,1,10,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[ 8.82953715  1.38121925 -0.1652322 ]
2024-04-17(수),햄감자찌개,"14.04, 1.86, 2.04",근대된장국,"5.82, 1.36, 3.47",해물탕국,"86.0, 16.0, 10.0",11,5,1,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[ 8.31788974  1.78391408 -0.74139886]
2024-04-18(목),홍합탕,"11.91, 7.58, 22.81",키조개미역국,"20.828397887323945, 6.627411971830987, 11.344295774647893",감자수제비국,"66.44, 6.59, 15.81",5,1,5,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]",[ 6.90447678  1.46328653 -1.64030152],[7.98623104 0.08572028 0.95011279],[ 8.34759764 -0.00850096 -0.04735003]
2024-04-19(금),바싹불고기/파채,"52.2, 22.2, 4.9",도토리묵사발,"33.0, 4.5, 2.0",황태채콩나물국,"5.0, 1.5, 8.0",3,8,6,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[ 7.86763678 -0.96541737 -0.39754569],[ 7.90593887 -1.33891298 -0.95578658],[ 9.13161344  0.2003675  -0.50510274]
2024-04-20(토),사과팬케이크,"41.0, 2.4, 20.0",유부된장국,"8.17, 2.48, 5.99",닭고기무국,"6.0, 1.1, 6.0",1,6,18,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[ 7.92799387 -2.16160165  0.16914822],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2024-04-21(일),꼬리곰탕,"7.0, 13.0, 32.0",순두부오징어탕,"20.828397887323945, 6.627411971830987, 11.344295774647893",얼큰콩나물국,"5.87, 1.54, 2.17",6,4,8,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[ 8.19810359 -0.76837861  1.21449375],[ 8.99138427 -0.31567659 -0.17474097]
2024-04-22(월),물만두국,"29.95, 21.79, 24.12",미역된장국,"2.34, 0.08, 1.0",꼬치어묵국,"23.0, 4.7, 12.0",9,8,5,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[ 7.14189858  1.84764727 -0.19743802],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2024-04-23(화),쇠고기무국,"12.07, 8.62, 16.43",꽃게짬뽕,"74.0, 2.7, 8.0",매운버섯국,"19.172017857142862, 7.075374999999995, 11.985875000000004",40,3,7,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2024-04-24(수),누룽지,"84.29, 0.51, 7.31",전복미역국,"6.0, 1.5, 5.0",맑은된장국,"19.172017857142862, 7.075374999999995, 11.985875000000004",3,11,12,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]",[ 6.20900238 -0.32822535 -0.22532528],[7.67030208 1.73282631 0.95686131],[-3.91011759  0.04894274  0.09252749]
2024-04-25(목),쇠고기곰탕,"0.0, 6.0, 9.0",냉모밀,"51.38, 4.72, 7.98",목살김치찌개,"11.0, 23.0, 27.0",4,4,17,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617637],[ 6.07823396 -1.51130285  0.02232261],[-3.91011759  0.04894274  0.09252749]
2024-04-27(토),뉴욕핫도그,"15.0, 8.1, 15.0",황태채계란국,"20.828397887323945, 6.627411971830987, 11.344295774647893",해물된장찌개,"15.2, 5.67, 18.57",10,5,1,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2024-04-28(일),쇠고기감자국,"7.0, 2.4, 13.0",두부조림,"2.51, 9.94, 6.42",우동국,"12.38, 2.74, 1.62",16,1,5,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 1, 0]",[-4.62741593  0.0328805   0.09617637],[ 6.99228512 -1.41605789 -0.20058608],[ 7.53017571  3.2027878  -0.79305802]
2024-04-29(월),미소장국,"7.78, 3.36, 6.02",해물탕,"4.29, 1.54, 11.89",닭곰탕,"1.87, 4.75, 18.72",1,2,10,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[7.54469176 2.237805   0.18944198],[ 6.82383048  0.13414544 -1.01815314],[-3.91011759  0.04894274  0.09252749]
2024-05-01(수),양지수육곰탕,"2.0, 1.1, 17.0",감자옹심이국,"48.72, 5.3, 5.23",오징어무국,"3.8, 0.96, 10.35",2,2,11,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617637],[ 8.00126056 -0.03844024  0.40046629],[8.78018821 0.98549772 0.21472693]
2024-05-02(목),콩나물국,"5.87, 1.54, 2.17",쇠고기육개장,"6.0, 6.0, 8.0",순두부찌개,"5.62, 17.99, 18.25",13,8,12,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]",[ 7.57316899  1.61730711 -0.16444307],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2024-05-03(금),부추양파겉절이,"5.46, 1.66, 3.02",한입녹두전,"20.828397887323945, 6.627411971830987, 11.344295774647893",마늘쫑무침,"11.05, 2.72, 2.29",1,1,1,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[ 7.59741727 -0.09183197  0.53074175],[-3.91011759  0.04894274  0.09252749]
2024-05-04(토),버팔로치킨윙,"9.0, 10.0, 17.0",리가토니까르보나라,"20.828397887323945, 6.627411971830987, 11.344295774647893",감자계란국,"19.172017857142862, 7.075374999999995, 11.985875000000004",6,1,9,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2024-05-05(일),김치만두국,"38.0, 12.0, 16.0",들깨무국,"101.0, 15.3, 15.0",닭고기육개장,"6.0, 6.0, 8.0",1,3,14,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[7.30810941 0.98244621 0.31375279],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2024-05-06(월),흑임자옹심이국,"19.016542810985488, 8.021147011308546, 12.768707592891765",쇠고기미역국,"16.08, 6.78, 15.06",버섯매운탕,"78.0, 8.0, 38.0",3,12,11,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[ 8.37255602 -0.44741469  1.46381231],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2024-05-07(화),순두부백탕,"6.0, 7.0, 11.0",사골우거지국,"6.0, 7.0, 14.0",감자짜글이,"32.0, 1.8, 5.0",10,9,7,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]",[ 7.7424894   0.85624666 -1.02210505],[7.84414559e+00 6.65735083e-03 2.79181484e-01],[-3.91011759  0.04894274  0.09252749]
2024-05-08(수),쇠고기야채죽,"30.0, 4.7, 6.0",아욱된장국,"4.88, 0.73, 2.68",차돌된장찌개,"14.67, 10.78, 19.1",2,10,4,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2024-05-09(목),쇠고기무국,"12.07, 8.62, 16.43",만두국,"29.95, 21.79, 24.12",두부햄찌개,"2.36, 6.78, 6.98",40,1,11,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[ 6.38587053  2.38098533 -0.62722012],[-3.91011759  0.04894274  0.09252749]
2024-05-10(금),갈비탕,"11.63, 31.26, 33.29",잔치국수,"83.16, 3.94, 20.78",닭고기무국,"6.0, 1.1, 6.0",9,3,18,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[ 6.4286912  -0.47718828 -1.40227354],[ 6.88935679  1.66024411 -0.10473424],[-3.91011759  0.04894274  0.09252749]
2024-05-11(토),피타브레드샌드위치,"19.016542810985488, 8.021147011308546, 12.768707592891765",팽이버섯두부국,"20.828397887323945, 6.627411971830987, 11.344295774647893",나주곰탕,"2.42, 9.5, 27.38",1,9,2,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[ 7.84586981 -0.21353893 -0.30642174]
2024-05-12(일),오색옹심이국,"19.016542810985488, 8.021147011308546, 12.768707592891765",우동국,"12.38, 2.74, 1.62",모듬어묵탕,"19.0, 2.7, 9.0",3,12,8,"[0, 0, 0, 0, 1]","[0, 0, 0, 1, 0]","[0, 0, 0, 0, 1]",[8.1419996  0.20656946 1.03857872],[6.67557289 3.33947781 0.37022269],[ 8.71399252 -1.01365324  0.37664474]
2024-05-13(월),쇠고기된장찌개,"19.016542810985488, 8.021147011308546, 12.768707592891765",감자짜글이,"32.0, 1.8, 5.0",파송송계란국,"19.172017857142862, 7.075374999999995, 11.985875000000004",4,12,4,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2024-05-14(화),느타리버섯배추국,"19.016542810985488, 8.021147011308546, 12.768707592891765",굴림만두계란국,"20.828397887323945, 6.627411971830987, 11.344295774647893",쇠고기무국,"12.07, 8.62, 16.43",7,1,10,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2024-05-15(수),옛날갈비탕,"2.0, 4.2, 13.0",쑥갓쇠고기버섯전골,"20.828397887323945, 6.627411971830987, 11.344295774647893",차돌박이된장찌개,"27.0, 28.0, 27.0",5,2,4,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2024-05-16(목),순두부버섯탕,"19.0, 19.0, 21.0",돈목심청국장찌개,"20.828397887323945, 6.627411971830987, 11.344295774647893",순살갈비탕,"1.0, 12.0, 18.0",13,7,1,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[ 8.3364627  -0.12888305 -0.33235301]
2024-05-17(금),햄감자찌개,"14.04, 1.86, 2.04",새우시금치국,"18.99, 2.45, 8.5",해물순두부찌개,"13.31, 16.19, 25.76",11,4,5,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617637],[ 7.54071333 -1.02390797  0.76551533],[-3.91011759  0.04894274  0.09252749]
2024-05-18(토),뉴욕핫도그,"15.0, 8.1, 15.0",김계란국,"5.0, 2.0, 2.0",감자수제비국,"66.44, 6.59, 15.81",10,4,5,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[ 8.34759764 -0.00850096 -0.04735003]
2024-05-19(일),바싹불고기/파채,"52.2, 22.2, 4.9",근대된장국,"5.82, 1.36, 3.47",황태채콩나물국,"5.0, 1.5, 8.0",3,5,6,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[ 7.86763678 -0.96541737 -0.39754569],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[ 9.13161344  0.2003675  -0.50510274]
2024-05-20(월),고깃집된장찌개,"24.0, 9.0, 23.0",유부된장국,"8.17, 2.48, 5.99",닭고기무국,"6.0, 1.1, 6.0",7,6,18,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2024-05-21(화),쇠고기미역국,"16.08, 6.78, 15.06",순두부오징어탕,"20.828397887323945, 6.627411971830987, 11.344295774647893",얼큰콩나물국,"5.87, 1.54, 2.17",21,4,8,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[ 8.19810359 -0.76837861  1.21449375],[ 8.99138427 -0.31567659 -0.17474097]
2024-05-22(수),물만두국,"29.95, 21.79, 24.12",꼬리곰탕,"7.0, 13.0, 32.0",꼬치어묵국,"23.0, 4.7, 12.0",9,2,5,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[ 7.14189858  1.84764727 -0.19743802],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2024-05-23(목),떡갈비버거,"42.0, 19.0, 11.0",꽃게짬뽕,"74.0, 2.7, 8.0",매운버섯국,"19.172017857142862, 7.075374999999995, 11.985875000000004",2,3,7,"[1, 0, 0, 0, 0]","[0, 0, 1, 0, 0]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2024-05-24(금),설렁탕,"42.7, 12.93, 32.67",쇠고기호박찌개,"20.828397887323945, 6.627411971830987, 11.344295774647893",참치마요덮밥,"19.172017857142862, 7.075374999999995, 11.985875000000004",5,4,1,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[ 7.17150351  0.90120688 -1.14929411],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2024-05-25(토),불고기버거,"50.0, 22.0, 20.0",차돌박이쌀국수,"47.0, 2.0, 6.0",목살김치찌개,"11.0, 23.0, 27.0",15,2,17,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]",[ 7.48607388 -2.10948035 -0.00940061],[ 8.2011702   0.02102289 -0.0482278 ],[-3.91011759  0.04894274  0.09252749]
2024-05-28(화),쇠고기감자국,"7.0, 2.4, 13.0",볼로네제스파게티,"47.0, 5.0, 12.0",우동국,"12.38, 2.74, 1.62",16,1,5,"[1, 0, 0, 0, 0]","[0, 1, 0, 0, 0]","[0, 0, 0, 1, 0]",[-4.62741593  0.0328805   0.09617637],[ 7.52623436 -3.79149113  0.09436771],[ 7.53017571  3.2027878  -0.79305802]
2024-05-29(수),미역된장국,"2.34, 0.08, 1.0",해물탕,"4.29, 1.54, 11.89",닭곰탕,"1.87, 4.75, 18.72",4,2,10,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[ 6.82383048  0.13414544 -1.01815314],[-3.91011759  0.04894274  0.09252749]
2024-05-30(목),함박스테이크*소스,"12.0, 11.0, 16.0",닭갈비,"14.39, 8.99, 13.4",수육&상추쌈,"1.59, 9.12, 20.91",1,1,1,"[0, 1, 0, 0, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[ 7.8823639  -1.89406663  0.29931204],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[8.19080617 0.43047183 0.54130389]
2024-05-31(금),콩나물국,"5.87, 1.54, 2.17",황태채계란국,"20.828397887323945, 6.627411971830987, 11.344295774647893",들깨미역국,"11.76, 5.28, 2.78",13,5,1,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]",[ 7.57316899  1.61730711 -0.16444307],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2024-06-01(토),핫윙봉,"0.42, 4.43, 24.71",사골떡굴림만둣국,"20.828397887323945, 6.627411971830987, 11.344295774647893",오징어무국,"3.8, 0.96, 10.35",3,1,11,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[8.78018821 0.98549772 0.21472693]
2024-06-02(일),콩나물국,"5.87, 1.54, 2.17",오므라이스,"46.8, 14.75, 14.77",감자돈육짜글이,"19.172017857142862, 7.075374999999995, 11.985875000000004",13,6,6,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]",[ 7.57316899  1.61730711 -0.16444307],[ 7.11680928 -3.53909078  0.44228173],[-3.91011759  0.04894274  0.09252749]
2024-06-03(월),어묵탕,"13.06, 2.45, 13.11",전복미역국,"6.0, 1.5, 5.0",닭곰탕,"1.87, 4.75, 18.72",6,11,10,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[ 7.19922309  1.39409967 -0.81401895],[7.67030208 1.73282631 0.95686131],[-3.91011759  0.04894274  0.09252749]
2024-06-04(화),불고기베이크,"100.0, 10.0, 10.0",냉모밀,"51.38, 4.72, 7.98",감자계란국,"19.172017857142862, 7.075374999999995, 11.985875000000004",3,4,9,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]",[ 7.59435839 -3.46107604  0.51240136],[ 6.07823396 -1.51130285  0.02232261],[-3.91011759  0.04894274  0.09252749]
2024-06-06(목),흑임자옹심이국,"19.016542810985488, 8.021147011308546, 12.768707592891765",감자짜글이,"32.0, 1.8, 5.0",버섯매운탕,"78.0, 8.0, 38.0",3,12,11,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[ 8.37255602 -0.44741469  1.46381231],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2024-06-07(금),순두부백탕,"6.0, 7.0, 11.0",사골우거지국,"6.0, 7.0, 14.0",돼지고기김찌찌개,"15.0, 6.0, 10.0",10,9,6,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[ 7.7424894   0.85624666 -1.02210505],[7.84414559e+00 6.65735083e-03 2.79181484e-01],[-3.91011759  0.04894274  0.09252749]
2024-06-08(토),전복죽,"25.0, 6.0, 3.0",닭칼국수,"47.12, 6.06, 15.09",스팸부대찌개,"19.0, 20.0, 19.0",4,5,1,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[ 6.77491297  2.07083642 -0.44836479],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2024-06-09(일),쇠고기무국,"12.07, 8.62, 16.43",순살감자탕,"14.0, 15.0, 26.0",두부햄찌개,"2.36, 6.78, 6.98",40,1,11,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[ 7.78384637  0.57976144 -1.65667489],[-3.91011759  0.04894274  0.09252749]
2024-06-10(월),진한육개장,"16.0, 6.0, 18.0",들깨미역국,"11.76, 5.28, 2.78",닭고기무국,"6.0, 1.1, 6.0",5,2,18,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[7.85956727 1.84040159 0.36573437],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2024-06-11(화),오징어찌개,"12.12, 4.07, 20.38",도토리묵사발,"33.0, 4.5, 2.0",열무냉면,"57.68, 5.43, 15.05",3,8,1,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[ 7.90593887 -1.33891298 -0.95578658],[ 8.42319047 -0.88887334  0.23727874]
